1000
[92106429, 0, 6, 12, 14]
select error on 92107023 : [92107023, 2, 19, 15, 5] , correct: [92107023, 2, 19, 15, 10]
rid returned from rid is [9223372036854737424]
select error on 92107024 : [92107024, 2, 19, 1, 20] , correct: [92107024, 2, 19, 1, 14]
rid returned from rid is [9223372036854737420]
select error on 92107025 : [92107025, 14, 8, 12, 2] , correct: [92107025, 14, 8, 12, 15]
rid returned from rid is [9223372036854737416]
select error on 92107026 : [92107026, 16, 12, 16, 5] , correct: [92107026, 16, 12, 16, 16]
rid returned from rid is [9223372036854737412]
select error on 92107027 : [92107027, 17, 19, 17, 7] , correct: [92107027, 17, 19, 17, 9]
rid returned from rid is [9223372036854737408]
select error on 92107028 : [92107028, 3, 8, 5, 4] , correct: [92107028, 3, 8, 5, 2]
rid returned from rid is [9223372036854737404]
select error on 92107029 : [92107029, 8, 19, 17, 5] , correct: [92107029, 8, 19, 17, 1]
rid returned from rid is [9223372036854737400]
rid returned from rid is [9223372036854737396]
select error on 92107031 : [92107031, 3, 13, 8, 14] , correct: [92107031, 3, 13, 8, 5]
rid returned from rid is [9223372036854737392]
select error on 92107032 : [92107032, 19, 13, 8, 5] , correct: [92107032, 19, 13, 8, 17]
rid returned from rid is [9223372036854737388]
select error on 92107033 : [92107033, 20, 7, 20, 16] , correct: [92107033, 20, 7, 20, 4]
rid returned from rid is [9223372036854737384]
select error on 92107034 : [92107034, 6, 10, 2, 17] , correct: [92107034, 6, 10, 2, 19]
rid returned from rid is [9223372036854737380]
select error on 92107035 : [92107035, 18, 4, 5, 18] , correct: [92107035, 18, 4, 5, 1]
rid returned from rid is [9223372036854737376]
select error on 92107036 : [92107036, 20, 6, 14, 0] , correct: [92107036, 20, 6, 14, 4]
rid returned from rid is [9223372036854737372]
select error on 92107037 : [92107037, 5, 5, 17, 3] , correct: [92107037, 5, 5, 17, 0]
rid returned from rid is [9223372036854737368]
select error on 92107038 : [92107038, 8, 18, 7, 10] , correct: [92107038, 8, 18, 7, 6]
rid returned from rid is [9223372036854737364]
select error on 92107039 : [92107039, 4, 14, 16, 19] , correct: [92107039, 4, 14, 16, 20]
rid returned from rid is [9223372036854737360]
select error on 92107040 : [92107040, 16, 6, 6, 10] , correct: [92107040, 16, 6, 6, 3]
rid returned from rid is [9223372036854737356]
select error on 92107041 : [92107041, 5, 15, 9, 5] , correct: [92107041, 5, 15, 9, 2]
rid returned from rid is [9223372036854737352]
select error on 92107042 : [92107042, 17, 10, 4, 6] , correct: [92107042, 17, 10, 4, 13]
rid returned from rid is [9223372036854737348]
select error on 92107043 : [92107043, 0, 4, 12, 7] , correct: [92107043, 0, 4, 12, 4]
rid returned from rid is [9223372036854737344]
rid returned from rid is [9223372036854737340]
select error on 92107045 : [92107045, 11, 1, 19, 3] , correct: [92107045, 11, 1, 19, 15]
rid returned from rid is [9223372036854737336]
select error on 92107046 : [92107046, 6, 15, 10, 1] , correct: [92107046, 6, 15, 10, 6]
rid returned from rid is [9223372036854737332]
select error on 92107047 : [92107047, 2, 17, 13, 9] , correct: [92107047, 2, 17, 13, 12]
rid returned from rid is [9223372036854737328]
select error on 92107048 : [92107048, 14, 18, 0, 4] , correct: [92107048, 14, 18, 0, 9]
rid returned from rid is [9223372036854737324]
rid returned from rid is [9223372036854737320]
select error on 92107050 : [92107050, 11, 2, 7, 19] , correct: [92107050, 11, 2, 7, 15]
rid returned from rid is [9223372036854737316]
select error on 92107051 : [92107051, 19, 7, 9, 14] , correct: [92107051, 19, 7, 9, 8]
rid returned from rid is [9223372036854737312]
select error on 92107052 : [92107052, 9, 15, 15, 12] , correct: [92107052, 9, 15, 15, 5]
rid returned from rid is [9223372036854737308]
select error on 92107053 : [92107053, 12, 13, 11, 19] , correct: [92107053, 12, 13, 11, 8]
rid returned from rid is [9223372036854737304]
select error on 92107054 : [92107054, 7, 1, 20, 12] , correct: [92107054, 7, 1, 20, 16]
rid returned from rid is [9223372036854737300]
select error on 92107055 : [92107055, 18, 2, 1, 3] , correct: [92107055, 18, 2, 1, 6]
rid returned from rid is [9223372036854737296]
select error on 92107056 : [92107056, 1, 11, 12, 4] , correct: [92107056, 1, 11, 12, 6]
rid returned from rid is [9223372036854737292]
select error on 92107057 : [92107057, 18, 4, 7, 7] , correct: [92107057, 18, 4, 7, 16]
rid returned from rid is [9223372036854737288]
select error on 92107058 : [92107058, 8, 13, 11, 10] , correct: [92107058, 8, 13, 11, 14]
rid returned from rid is [9223372036854737284]
select error on 92107059 : [92107059, 5, 10, 5, 20] , correct: [92107059, 5, 10, 5, 13]
rid returned from rid is [9223372036854737280]
select error on 92107060 : [92107060, 1, 9, 14, 19] , correct: [92107060, 1, 9, 14, 20]
rid returned from rid is [9223372036854737276]
select error on 92107061 : [92107061, 1, 5, 2, 16] , correct: [92107061, 1, 5, 2, 15]
rid returned from rid is [9223372036854737272]
select error on 92107062 : [92107062, 12, 8, 7, 5] , correct: [92107062, 12, 8, 7, 17]
rid returned from rid is [9223372036854737268]
select error on 92107063 : [92107063, 14, 4, 8, 18] , correct: [92107063, 14, 4, 8, 12]
rid returned from rid is [9223372036854737264]
select error on 92107064 : [92107064, 5, 4, 11, 17] , correct: [92107064, 5, 4, 11, 7]
rid returned from rid is [9223372036854737260]
select error on 92107065 : [92107065, 15, 0, 0, 16] , correct: [92107065, 15, 0, 0, 1]
rid returned from rid is [9223372036854737256]
select error on 92107066 : [92107066, 11, 16, 20, 2] , correct: [92107066, 11, 16, 20, 4]
rid returned from rid is [9223372036854737252]
select error on 92107067 : [92107067, 6, 12, 15, 10] , correct: [92107067, 6, 12, 15, 16]
rid returned from rid is [9223372036854737248]
select error on 92107068 : [92107068, 9, 2, 20, 9] , correct: [92107068, 9, 2, 20, 3]
rid returned from rid is [9223372036854737244]
select error on 92107069 : [92107069, 15, 16, 7, 4] , correct: [92107069, 15, 16, 7, 9]
rid returned from rid is [9223372036854737240]
select error on 92107070 : [92107070, 1, 9, 12, 10] , correct: [92107070, 1, 9, 12, 8]
rid returned from rid is [9223372036854737236]
select error on 92107071 : [92107071, 12, 18, 11, 15] , correct: [92107071, 12, 18, 11, 10]
rid returned from rid is [9223372036854737232]
select error on 92107072 : [92107072, 6, 19, 9, 11] , correct: [92107072, 6, 19, 9, 9]
rid returned from rid is [9223372036854737228]
select error on 92107073 : [92107073, 17, 2, 20, 9] , correct: [92107073, 17, 2, 20, 14]
rid returned from rid is [9223372036854737224]
select error on 92107074 : [92107074, 2, 11, 18, 0] , correct: [92107074, 2, 11, 18, 7]
rid returned from rid is [9223372036854737220]
select error on 92107075 : [92107075, 11, 13, 1, 14] , correct: [92107075, 11, 13, 1, 0]
rid returned from rid is [9223372036854737216]
select error on 92107076 : [92107076, 13, 12, 8, 17] , correct: [92107076, 13, 12, 8, 3]
rid returned from rid is [9223372036854737212]
select error on 92107077 : [92107077, 8, 5, 3, 7] , correct: [92107077, 8, 5, 3, 16]
rid returned from rid is [9223372036854737208]
select error on 92107078 : [92107078, 2, 19, 12, 5] , correct: [92107078, 2, 19, 12, 15]
rid returned from rid is [9223372036854737204]
select error on 92107079 : [92107079, 14, 9, 2, 8] , correct: [92107079, 14, 9, 2, 19]
rid returned from rid is [9223372036854737200]
select error on 92107080 : [92107080, 0, 10, 7, 15] , correct: [92107080, 0, 10, 7, 0]
rid returned from rid is [9223372036854737196]
select error on 92107081 : [92107081, 15, 18, 3, 8] , correct: [92107081, 15, 18, 3, 3]
rid returned from rid is [9223372036854737192]
select error on 92107082 : [92107082, 10, 9, 16, 7] , correct: [92107082, 10, 9, 16, 15]
rid returned from rid is [9223372036854737188]
select error on 92107083 : [92107083, 15, 6, 4, 9] , correct: [92107083, 15, 6, 4, 15]
rid returned from rid is [9223372036854737184]
select error on 92107084 : [92107084, 19, 19, 19, 14] , correct: [92107084, 19, 19, 19, 5]
rid returned from rid is [9223372036854737180]
select error on 92107085 : [92107085, 9, 9, 12, 11] , correct: [92107085, 9, 9, 12, 8]
rid returned from rid is [9223372036854737176]
select error on 92107086 : [92107086, 15, 12, 5, 2] , correct: [92107086, 15, 12, 5, 0]
rid returned from rid is [9223372036854737172]
select error on 92107087 : [92107087, 20, 13, 0, 10] , correct: [92107087, 20, 13, 0, 2]
rid returned from rid is [9223372036854737168]
select error on 92107088 : [92107088, 17, 2, 7, 1] , correct: [92107088, 17, 2, 7, 0]
rid returned from rid is [9223372036854737164]
select error on 92107089 : [92107089, 10, 3, 15, 20] , correct: [92107089, 10, 3, 15, 4]
rid returned from rid is [9223372036854737160]
select error on 92107090 : [92107090, 17, 3, 18, 9] , correct: [92107090, 17, 3, 18, 17]
rid returned from rid is [9223372036854737156]
select error on 92107091 : [92107091, 4, 20, 18, 18] , correct: [92107091, 4, 20, 18, 17]
rid returned from rid is [9223372036854737152]
select error on 92107092 : [92107092, 0, 3, 2, 9] , correct: [92107092, 0, 3, 2, 6]
rid returned from rid is [9223372036854737148]
select error on 92107093 : [92107093, 5, 10, 9, 6] , correct: [92107093, 5, 10, 9, 13]
rid returned from rid is [9223372036854737144]
select error on 92107094 : [92107094, 17, 5, 0, 12] , correct: [92107094, 17, 5, 0, 8]
rid returned from rid is [9223372036854737140]
select error on 92107095 : [92107095, 19, 19, 1, 13] , correct: [92107095, 19, 19, 1, 15]
rid returned from rid is [9223372036854737136]
select error on 92107096 : [92107096, 1, 14, 1, 4] , correct: [92107096, 1, 14, 1, 2]
rid returned from rid is [9223372036854737132]
select error on 92107097 : [92107097, 14, 3, 8, 1] , correct: [92107097, 14, 3, 8, 17]
rid returned from rid is [9223372036854737128]
select error on 92107098 : [92107098, 0, 14, 18, 17] , correct: [92107098, 0, 14, 18, 15]
rid returned from rid is [9223372036854737124]
select error on 92107099 : [92107099, 6, 7, 19, 10] , correct: [92107099, 6, 7, 19, 1]
rid returned from rid is [9223372036854737120]
select error on 92107100 : [92107100, 3, 5, 10, 17] , correct: [92107100, 3, 5, 10, 1]
rid returned from rid is [9223372036854737116]
select error on 92107101 : [92107101, 10, 10, 6, 10] , correct: [92107101, 10, 10, 6, 11]
rid returned from rid is [9223372036854737112]
select error on 92107102 : [92107102, 10, 12, 19, 9] , correct: [92107102, 10, 12, 19, 10]
rid returned from rid is [9223372036854737108]
select error on 92107103 : [92107103, 5, 9, 14, 13] , correct: [92107103, 5, 9, 14, 0]
rid returned from rid is [9223372036854737104]
select error on 92107104 : [92107104, 17, 14, 13, 2] , correct: [92107104, 17, 14, 13, 17]
rid returned from rid is [9223372036854737100]
select error on 92107105 : [92107105, 6, 2, 18, 5] , correct: [92107105, 6, 2, 18, 11]
rid returned from rid is [9223372036854737096]
select error on 92107106 : [92107106, 10, 10, 2, 9] , correct: [92107106, 10, 10, 2, 5]
rid returned from rid is [9223372036854737092]
select error on 92107107 : [92107107, 4, 11, 12, 0] , correct: [92107107, 4, 11, 12, 2]
rid returned from rid is [9223372036854737088]
rid returned from rid is [9223372036854737084]
select error on 92107109 : [92107109, 12, 17, 6, 7] , correct: [92107109, 12, 17, 6, 14]
rid returned from rid is [9223372036854737080]
rid returned from rid is [9223372036854737076]
rid returned from rid is [9223372036854737072]
select error on 92107112 : [92107112, 9, 4, 20, 17] , correct: [92107112, 9, 4, 20, 19]
rid returned from rid is [9223372036854737068]
select error on 92107113 : [92107113, 19, 13, 5, 10] , correct: [92107113, 19, 13, 5, 3]
rid returned from rid is [9223372036854737064]
select error on 92107114 : [92107114, 6, 18, 10, 3] , correct: [92107114, 6, 18, 10, 2]
rid returned from rid is [9223372036854737060]
select error on 92107115 : [92107115, 16, 2, 0, 7] , correct: [92107115, 16, 2, 0, 8]
rid returned from rid is [9223372036854737056]
select error on 92107116 : [92107116, 3, 10, 8, 2] , correct: [92107116, 3, 10, 8, 19]
rid returned from rid is [9223372036854737052]
select error on 92107117 : [92107117, 15, 1, 9, 17] , correct: [92107117, 15, 1, 9, 7]
rid returned from rid is [9223372036854737048]
select error on 92107118 : [92107118, 6, 4, 19, 15] , correct: [92107118, 6, 4, 19, 9]
rid returned from rid is [9223372036854737044]
select error on 92107119 : [92107119, 2, 9, 7, 1] , correct: [92107119, 2, 9, 7, 13]
rid returned from rid is [9223372036854737040]
select error on 92107120 : [92107120, 2, 16, 20, 16] , correct: [92107120, 2, 16, 20, 2]
rid returned from rid is [9223372036854737036]
select error on 92107121 : [92107121, 12, 7, 2, 16] , correct: [92107121, 12, 7, 2, 8]
rid returned from rid is [9223372036854737032]
select error on 92107122 : [92107122, 0, 0, 16, 9] , correct: [92107122, 0, 0, 16, 17]
rid returned from rid is [9223372036854737028]
select error on 92107123 : [92107123, 14, 9, 6, 13] , correct: [92107123, 14, 9, 6, 0]
rid returned from rid is [9223372036854737024]
select error on 92107124 : [92107124, 8, 18, 13, 19] , correct: [92107124, 8, 18, 13, 12]
rid returned from rid is [9223372036854737020]
select error on 92107125 : [92107125, 8, 16, 17, 0] , correct: [92107125, 8, 16, 17, 19]
rid returned from rid is [9223372036854737016]
rid returned from rid is [9223372036854737012]
select error on 92107127 : [92107127, 12, 9, 4, 10] , correct: [92107127, 12, 9, 4, 17]
rid returned from rid is [9223372036854737008]
select error on 92107128 : [92107128, 11, 20, 4, 16] , correct: [92107128, 11, 20, 4, 5]
rid returned from rid is [9223372036854737004]
select error on 92107129 : [92107129, 9, 20, 10, 9] , correct: [92107129, 9, 20, 10, 3]
rid returned from rid is [9223372036854737000]
select error on 92107130 : [92107130, 18, 14, 9, 1] , correct: [92107130, 18, 14, 9, 2]
rid returned from rid is [9223372036854736996]
select error on 92107131 : [92107131, 12, 18, 10, 16] , correct: [92107131, 12, 18, 10, 13]
rid returned from rid is [9223372036854736992]
rid returned from rid is [9223372036854736988]
select error on 92107133 : [92107133, 18, 7, 5, 12] , correct: [92107133, 18, 7, 5, 5]
rid returned from rid is [9223372036854736984]
select error on 92107134 : [92107134, 18, 7, 11, 20] , correct: [92107134, 18, 7, 11, 12]
rid returned from rid is [9223372036854736980]
select error on 92107135 : [92107135, 2, 9, 0, 12] , correct: [92107135, 2, 9, 0, 19]
rid returned from rid is [9223372036854736976]
select error on 92107136 : [92107136, 13, 8, 15, 4] , correct: [92107136, 13, 8, 15, 0]
rid returned from rid is [9223372036854736972]
select error on 92107137 : [92107137, 5, 18, 18, 0] , correct: [92107137, 5, 18, 18, 11]
rid returned from rid is [9223372036854736968]
select error on 92107138 : [92107138, 4, 12, 7, 16] , correct: [92107138, 4, 12, 7, 8]
rid returned from rid is [9223372036854736964]
select error on 92107139 : [92107139, 18, 15, 13, 1] , correct: [92107139, 18, 15, 13, 0]
rid returned from rid is [9223372036854736960]
select error on 92107140 : [92107140, 18, 6, 13, 4] , correct: [92107140, 18, 6, 13, 1]
rid returned from rid is [9223372036854736956]
select error on 92107141 : [92107141, 10, 4, 4, 16] , correct: [92107141, 10, 4, 4, 20]
rid returned from rid is [9223372036854736952]
select error on 92107142 : [92107142, 12, 6, 13, 6] , correct: [92107142, 12, 6, 13, 18]
rid returned from rid is [9223372036854736948]
select error on 92107143 : [92107143, 1, 4, 2, 15] , correct: [92107143, 1, 4, 2, 2]
rid returned from rid is [9223372036854736944]
select error on 92107144 : [92107144, 17, 0, 5, 12] , correct: [92107144, 17, 0, 5, 0]
rid returned from rid is [9223372036854736940]
select error on 92107145 : [92107145, 1, 10, 18, 5] , correct: [92107145, 1, 10, 18, 20]
rid returned from rid is [9223372036854736936]
select error on 92107146 : [92107146, 11, 14, 15, 14] , correct: [92107146, 11, 14, 15, 4]
rid returned from rid is [9223372036854736932]
select error on 92107147 : [92107147, 6, 9, 12, 20] , correct: [92107147, 6, 9, 12, 10]
rid returned from rid is [9223372036854736928]
select error on 92107148 : [92107148, 4, 7, 13, 18] , correct: [92107148, 4, 7, 13, 4]
rid returned from rid is [9223372036854736924]
select error on 92107149 : [92107149, 7, 11, 18, 7] , correct: [92107149, 7, 11, 18, 4]
rid returned from rid is [9223372036854736920]
select error on 92107150 : [92107150, 5, 3, 11, 15] , correct: [92107150, 5, 3, 11, 8]
rid returned from rid is [9223372036854736916]
select error on 92107151 : [92107151, 4, 7, 9, 9] , correct: [92107151, 4, 7, 9, 3]
rid returned from rid is [9223372036854736912]
select error on 92107152 : [92107152, 2, 17, 0, 2] , correct: [92107152, 2, 17, 0, 15]
rid returned from rid is [9223372036854736908]
select error on 92107153 : [92107153, 2, 18, 20, 19] , correct: [92107153, 2, 18, 20, 7]
rid returned from rid is [9223372036854736904]
select error on 92107154 : [92107154, 11, 9, 2, 13] , correct: [92107154, 11, 9, 2, 12]
rid returned from rid is [9223372036854736900]
select error on 92107155 : [92107155, 20, 0, 1, 17] , correct: [92107155, 20, 0, 1, 3]
rid returned from rid is [9223372036854736896]
select error on 92107156 : [92107156, 4, 0, 20, 14] , correct: [92107156, 4, 0, 20, 4]
rid returned from rid is [9223372036854736892]
select error on 92107157 : [92107157, 15, 9, 17, 1] , correct: [92107157, 15, 9, 17, 11]
rid returned from rid is [9223372036854736888]
select error on 92107158 : [92107158, 13, 19, 17, 12] , correct: [92107158, 13, 19, 17, 16]
rid returned from rid is [9223372036854736884]
select error on 92107159 : [92107159, 20, 18, 9, 11] , correct: [92107159, 20, 18, 9, 8]
rid returned from rid is [9223372036854736880]
select error on 92107160 : [92107160, 17, 0, 12, 2] , correct: [92107160, 17, 0, 12, 3]
rid returned from rid is [9223372036854736876]
select error on 92107161 : [92107161, 19, 10, 7, 2] , correct: [92107161, 19, 10, 7, 7]
rid returned from rid is [9223372036854736872]
select error on 92107162 : [92107162, 17, 11, 12, 3] , correct: [92107162, 17, 11, 12, 1]
rid returned from rid is [9223372036854736868]
select error on 92107163 : [92107163, 1, 10, 16, 12] , correct: [92107163, 1, 10, 16, 0]
rid returned from rid is [9223372036854736864]
select error on 92107164 : [92107164, 13, 3, 15, 10] , correct: [92107164, 13, 3, 15, 19]
rid returned from rid is [9223372036854736860]
select error on 92107165 : [92107165, 7, 13, 20, 15] , correct: [92107165, 7, 13, 20, 4]
rid returned from rid is [9223372036854736856]
select error on 92107166 : [92107166, 12, 11, 0, 14] , correct: [92107166, 12, 11, 0, 13]
rid returned from rid is [9223372036854736852]
select error on 92107167 : [92107167, 9, 9, 18, 2] , correct: [92107167, 9, 9, 18, 16]
rid returned from rid is [9223372036854736848]
select error on 92107168 : [92107168, 12, 13, 19, 10] , correct: [92107168, 12, 13, 19, 1]
rid returned from rid is [9223372036854736844]
select error on 92107169 : [92107169, 0, 18, 16, 0] , correct: [92107169, 0, 18, 16, 2]
rid returned from rid is [9223372036854736840]
select error on 92107170 : [92107170, 9, 12, 7, 4] , correct: [92107170, 9, 12, 7, 5]
rid returned from rid is [9223372036854736836]
select error on 92107171 : [92107171, 14, 3, 6, 12] , correct: [92107171, 14, 3, 6, 5]
rid returned from rid is [9223372036854736832]
select error on 92107172 : [92107172, 0, 8, 12, 10] , correct: [92107172, 0, 8, 12, 11]
rid returned from rid is [9223372036854736828]
select error on 92107173 : [92107173, 0, 4, 13, 4] , correct: [92107173, 0, 4, 13, 15]
rid returned from rid is [9223372036854736824]
select error on 92107174 : [92107174, 7, 6, 8, 8] , correct: [92107174, 7, 6, 8, 6]
rid returned from rid is [9223372036854736820]
select error on 92107175 : [92107175, 10, 13, 11, 19] , correct: [92107175, 10, 13, 11, 0]
rid returned from rid is [9223372036854736816]
select error on 92107176 : [92107176, 18, 9, 16, 2] , correct: [92107176, 18, 9, 16, 13]
rid returned from rid is [9223372036854736812]
select error on 92107177 : [92107177, 2, 3, 4, 9] , correct: [92107177, 2, 3, 4, 3]
rid returned from rid is [9223372036854736808]
select error on 92107178 : [92107178, 9, 12, 20, 12] , correct: [92107178, 9, 12, 20, 0]
rid returned from rid is [9223372036854736804]
select error on 92107179 : [92107179, 15, 18, 5, 15] , correct: [92107179, 15, 18, 5, 7]
rid returned from rid is [9223372036854736800]
select error on 92107180 : [92107180, 19, 17, 13, 20] , correct: [92107180, 19, 17, 13, 5]
rid returned from rid is [9223372036854736796]
select error on 92107181 : [92107181, 16, 5, 9, 2] , correct: [92107181, 16, 5, 9, 6]
rid returned from rid is [9223372036854736792]
select error on 92107182 : [92107182, 7, 9, 5, 1] , correct: [92107182, 7, 9, 5, 20]
rid returned from rid is [9223372036854736788]
rid returned from rid is [9223372036854736784]
select error on 92107184 : [92107184, 0, 6, 19, 8] , correct: [92107184, 0, 6, 19, 13]
rid returned from rid is [9223372036854736780]
select error on 92107185 : [92107185, 6, 20, 20, 5] , correct: [92107185, 6, 20, 20, 15]
rid returned from rid is [9223372036854736776]
rid returned from rid is [9223372036854736772]
select error on 92107187 : [92107187, 10, 5, 20, 5] , correct: [92107187, 10, 5, 20, 7]
rid returned from rid is [9223372036854736768]
select error on 92107188 : [92107188, 16, 16, 10, 5] , correct: [92107188, 16, 16, 10, 0]
rid returned from rid is [9223372036854736764]
select error on 92107189 : [92107189, 15, 9, 1, 5] , correct: [92107189, 15, 9, 1, 19]
rid returned from rid is [9223372036854736760]
select error on 92107190 : [92107190, 0, 7, 0, 13] , correct: [92107190, 0, 7, 0, 18]
rid returned from rid is [9223372036854736756]
rid returned from rid is [9223372036854736752]
select error on 92107192 : [92107192, 8, 9, 20, 3] , correct: [92107192, 8, 9, 20, 2]
rid returned from rid is [9223372036854736748]
select error on 92107193 : [92107193, 16, 11, 20, 12] , correct: [92107193, 16, 11, 20, 13]
rid returned from rid is [9223372036854736744]
select error on 92107194 : [92107194, 13, 0, 2, 15] , correct: [92107194, 13, 0, 2, 3]
rid returned from rid is [9223372036854736740]
select error on 92107195 : [92107195, 12, 9, 7, 12] , correct: [92107195, 12, 9, 7, 15]
rid returned from rid is [9223372036854736736]
select error on 92107196 : [92107196, 1, 4, 0, 4] , correct: [92107196, 1, 4, 0, 12]
rid returned from rid is [9223372036854736732]
select error on 92107197 : [92107197, 4, 16, 17, 9] , correct: [92107197, 4, 16, 17, 4]
rid returned from rid is [9223372036854736728]
select error on 92107198 : [92107198, 15, 3, 20, 14] , correct: [92107198, 15, 3, 20, 18]
rid returned from rid is [9223372036854736724]
select error on 92107199 : [92107199, 4, 15, 6, 15] , correct: [92107199, 4, 15, 6, 1]
rid returned from rid is [9223372036854736720]
select error on 92107200 : [92107200, 6, 2, 13, 11] , correct: [92107200, 6, 2, 13, 13]
rid returned from rid is [9223372036854736716]
select error on 92107201 : [92107201, 1, 10, 9, 20] , correct: [92107201, 1, 10, 9, 1]
rid returned from rid is [9223372036854736712]
select error on 92107202 : [92107202, 10, 15, 8, 18] , correct: [92107202, 10, 15, 8, 4]
rid returned from rid is [9223372036854736708]
select error on 92107203 : [92107203, 20, 2, 11, 16] , correct: [92107203, 20, 2, 11, 19]
rid returned from rid is [9223372036854736704]
rid returned from rid is [9223372036854736700]
select error on 92107205 : [92107205, 13, 2, 15, 0] , correct: [92107205, 13, 2, 15, 18]
rid returned from rid is [9223372036854736696]
select error on 92107206 : [92107206, 7, 0, 1, 14] , correct: [92107206, 7, 0, 1, 0]
rid returned from rid is [9223372036854736692]
select error on 92107207 : [92107207, 13, 11, 4, 5] , correct: [92107207, 13, 11, 4, 6]
rid returned from rid is [9223372036854736688]
select error on 92107208 : [92107208, 16, 14, 1, 14] , correct: [92107208, 16, 14, 1, 6]
rid returned from rid is [9223372036854736684]
select error on 92107209 : [92107209, 13, 6, 4, 4] , correct: [92107209, 13, 6, 4, 3]
rid returned from rid is [9223372036854736680]
select error on 92107210 : [92107210, 10, 17, 16, 5] , correct: [92107210, 10, 17, 16, 4]
rid returned from rid is [9223372036854736676]
rid returned from rid is [9223372036854736672]
select error on 92107212 : [92107212, 17, 3, 14, 4] , correct: [92107212, 17, 3, 14, 3]
rid returned from rid is [9223372036854736668]
select error on 92107213 : [92107213, 18, 19, 17, 6] , correct: [92107213, 18, 19, 17, 2]
rid returned from rid is [9223372036854736664]
select error on 92107214 : [92107214, 11, 13, 15, 9] , correct: [92107214, 11, 13, 15, 4]
rid returned from rid is [9223372036854736660]
select error on 92107215 : [92107215, 2, 13, 16, 16] , correct: [92107215, 2, 13, 16, 7]
rid returned from rid is [9223372036854736656]
select error on 92107216 : [92107216, 10, 5, 18, 5] , correct: [92107216, 10, 5, 18, 18]
rid returned from rid is [9223372036854736652]
select error on 92107217 : [92107217, 1, 7, 16, 11] , correct: [92107217, 1, 7, 16, 2]
rid returned from rid is [9223372036854736648]
select error on 92107218 : [92107218, 5, 9, 20, 2] , correct: [92107218, 5, 9, 20, 6]
rid returned from rid is [9223372036854736644]
rid returned from rid is [9223372036854736640]
select error on 92107220 : [92107220, 9, 17, 19, 4] , correct: [92107220, 9, 17, 19, 17]
rid returned from rid is [9223372036854736636]
select error on 92107221 : [92107221, 10, 14, 1, 4] , correct: [92107221, 10, 14, 1, 10]
rid returned from rid is [9223372036854736632]
select error on 92107222 : [92107222, 0, 20, 7, 12] , correct: [92107222, 0, 20, 7, 3]
rid returned from rid is [9223372036854736628]
select error on 92107223 : [92107223, 5, 8, 7, 6] , correct: [92107223, 5, 8, 7, 10]
rid returned from rid is [9223372036854736624]
select error on 92107224 : [92107224, 5, 16, 10, 19] , correct: [92107224, 5, 16, 10, 0]
rid returned from rid is [9223372036854736620]
select error on 92107225 : [92107225, 11, 14, 0, 8] , correct: [92107225, 11, 14, 0, 14]
rid returned from rid is [9223372036854736616]
select error on 92107226 : [92107226, 14, 9, 14, 18] , correct: [92107226, 14, 9, 14, 19]
rid returned from rid is [9223372036854736612]
select error on 92107227 : [92107227, 0, 2, 0, 8] , correct: [92107227, 0, 2, 0, 12]
rid returned from rid is [9223372036854736608]
select error on 92107228 : [92107228, 15, 12, 20, 12] , correct: [92107228, 15, 12, 20, 9]
rid returned from rid is [9223372036854736604]
select error on 92107229 : [92107229, 13, 15, 5, 19] , correct: [92107229, 13, 15, 5, 2]
rid returned from rid is [9223372036854736600]
select error on 92107230 : [92107230, 16, 4, 8, 7] , correct: [92107230, 16, 4, 8, 14]
rid returned from rid is [9223372036854736596]
select error on 92107231 : [92107231, 15, 8, 12, 14] , correct: [92107231, 15, 8, 12, 6]
rid returned from rid is [9223372036854736592]
select error on 92107232 : [92107232, 0, 1, 4, 17] , correct: [92107232, 0, 1, 4, 0]
rid returned from rid is [9223372036854736588]
select error on 92107233 : [92107233, 8, 12, 5, 3] , correct: [92107233, 8, 12, 5, 10]
rid returned from rid is [9223372036854736584]
select error on 92107234 : [92107234, 5, 8, 1, 1] , correct: [92107234, 5, 8, 1, 2]
rid returned from rid is [9223372036854736580]
select error on 92107235 : [92107235, 15, 13, 13, 4] , correct: [92107235, 15, 13, 13, 7]
rid returned from rid is [9223372036854736576]
select error on 92107236 : [92107236, 11, 18, 12, 15] , correct: [92107236, 11, 18, 12, 14]
rid returned from rid is [9223372036854736572]
select error on 92107237 : [92107237, 15, 12, 10, 11] , correct: [92107237, 15, 12, 10, 19]
rid returned from rid is [9223372036854736568]
select error on 92107238 : [92107238, 12, 7, 9, 11] , correct: [92107238, 12, 7, 9, 19]
rid returned from rid is [9223372036854736564]
select error on 92107239 : [92107239, 8, 3, 14, 6] , correct: [92107239, 8, 3, 14, 3]
rid returned from rid is [9223372036854736560]
select error on 92107240 : [92107240, 17, 13, 16, 11] , correct: [92107240, 17, 13, 16, 9]
rid returned from rid is [9223372036854736556]
select error on 92107241 : [92107241, 6, 2, 2, 10] , correct: [92107241, 6, 2, 2, 14]
rid returned from rid is [9223372036854736552]
select error on 92107242 : [92107242, 1, 6, 10, 1] , correct: [92107242, 1, 6, 10, 0]
rid returned from rid is [9223372036854736548]
select error on 92107243 : [92107243, 12, 1, 1, 16] , correct: [92107243, 12, 1, 1, 17]
rid returned from rid is [9223372036854736544]
select error on 92107244 : [92107244, 7, 9, 19, 18] , correct: [92107244, 7, 9, 19, 17]
